ISD,Admin,Grade,Did Not Meet - %,Approaches - %,Meets - %,Masters - %,Org Id,Test Type,Approaches,Meets,Masters
SANFORD-FRITCH ISD,Spring 2022,3,13,87,64,29,117903,STAAR - Reading,23,35,29
SANGER ISD,Spring 2022,3,24,76,47,30,61908,STAAR - Reading,29,17,30
SANTA ANNA ISD,Spring 2022,3,9,91,64,36,42903,STAAR - Reading,27,28,36
SANTA FE ISD,Spring 2022,3,21,79,52,32,84909,STAAR - Reading,27,20,32
SANTA GERTRUDIS ISD,Spring 2022,3,20,80,53,30,137904,STAAR - Reading,27,23,30
SANTA MARIA ISD,Spring 2022,3,24,76,27,18,31913,STAAR - Reading,49,9,18
SANTA ROSA ISD,Spring 2022,3,24,76,37,17,31914,STAAR - Reading,39,20,17
SANTO ISD,Spring 2022,3,3,97,67,50,182904,STAAR - Reading,30,17,50
SAVOY ISD,Spring 2022,3,10,90,76,48,74911,STAAR - Reading,14,28,48
SCHERTZ-CIBOLO-U CITY ISD,Spring 2022,3,22,78,48,28,94902,STAAR - Reading,30,20,28
SCHLEICHER ISD,Spring 2022,3,22,78,44,25,207901,STAAR - Reading,34,19,25
SCHOOL OF SCIENCE AND TECHNOLOGY (015827),Spring 2022,3,26,74,49,28,15827,STAAR - Reading,25,21,28
SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY (015831),Spring 2022,3,22,78,50,30,15831,STAAR - Reading,28,20,30
SCHULENBURG ISD,Spring 2022,3,33,68,33,20,75903,STAAR - Reading,35,13,20
SCURRY-ROSSER ISD,Spring 2022,3,19,81,47,21,129910,STAAR - Reading,34,26,21
SEAGRAVES ISD,Spring 2022,3,66,34,12,0,83901,STAAR - Reading,22,12,0
SEALY ISD,Spring 2022,3,19,81,52,28,8902,STAAR - Reading,29,24,28
SEASHORE CHARTER SCHOOLS,Spring 2022,3,11,89,70,57,178808,STAAR - Reading,19,13,57
SEGUIN ISD,Spring 2022,3,30,70,42,27,94901,STAAR - Reading,28,15,27
SEMINOLE ISD,Spring 2022,3,17,83,54,32,83903,STAAR - Reading,29,22,32
SER-NINOS CHARTER SCHOOL,Spring 2022,3,41,59,35,20,101802,STAAR - Reading,24,15,20
SEYMOUR ISD,Spring 2022,3,17,83,48,25,12901,STAAR - Reading,35,23,25
SHALLOWATER ISD,Spring 2022,3,4,96,81,55,152909,STAAR - Reading,15,26,55
SHAMROCK ISD,Spring 2022,3,17,83,43,26,242902,STAAR - Reading,40,17,26
SHARYLAND ISD,Spring 2022,3,14,86,61,34,108911,STAAR - Reading,25,27,34
SHELBYVILLE ISD,Spring 2022,3,6,94,63,41,210903,STAAR - Reading,31,22,41
SHELDON ISD,Spring 2022,3,34,66,36,19,101924,STAAR - Reading,30,17,19
SHEPHERD ISD,Spring 2022,3,36,64,36,16,204904,STAAR - Reading,28,20,16
SHERMAN ISD,Spring 2022,3,35,65,36,21,91906,STAAR - Reading,29,15,21
SHINER ISD,Spring 2022,3,12,88,63,43,143903,STAAR - Reading,25,20,43
SIDNEY ISD,Spring 2022,3,20,80,33,27,47905,STAAR - Reading,47,6,27
SIERRA BLANCA ISD,Spring 2022,3,50,50,17,17,115902,STAAR - Reading,33,0,17
SILSBEE ISD,Spring 2022,3,33,67,36,19,100904,STAAR - Reading,31,17,19
SILVERTON ISD,Spring 2022,3,17,83,67,42,23902,STAAR - Reading,16,25,42
SIMMS ISD,Spring 2022,3,12,88,78,38,19909,STAAR - Reading,10,40,38
SINTON ISD,Spring 2022,3,24,76,49,34,205906,STAAR - Reading,27,15,34
SIVELLS BEND ISD,Spring 2022,3,0,100,70,10,49909,STAAR - Reading,30,60,10
YSLETA ISD,Spring 2022,3,19,81,53,30,71905,STAAR - Reading,28,23,30
ZAPATA COUNTY ISD,Spring 2022,3,27,73,45,19,253901,STAAR - Reading,28,26,19
ZAVALLA ISD,Spring 2022,3,18,82,41,24,3906,STAAR - Reading,41,17,24
ZEPHYR ISD,Spring 2022,3,0,100,64,36,25906,STAAR - Reading,36,28,36
WILLS POINT ISD,Spring 2022,3,29,71,42,16,234907,STAAR - Reading,29,26,16
WILSON ISD,Spring 2022,3,25,75,25,0,153907,STAAR - Reading,50,25,0
WIMBERLEY ISD,Spring 2022,3,12,88,69,45,105905,STAAR - Reading,19,24,45
WINDTHORST ISD,Spring 2022,3,9,91,55,39,5904,STAAR - Reading,36,16,39
WINK-LOVING ISD,Spring 2022,3,12,88,58,21,248902,STAAR - Reading,30,37,21
WINNSBORO ISD,Spring 2022,3,25,75,48,29,250907,STAAR - Reading,27,19,29
WINONA ISD,Spring 2022,3,31,69,40,26,212910,STAAR - Reading,29,14,26
WINTERS ISD,Spring 2022,3,11,89,53,42,200904,STAAR - Reading,36,11,42
WODEN ISD,Spring 2022,3,8,92,44,31,174906,STAAR - Reading,48,13,31
WOLFE CITY ISD,Spring 2022,3,6,94,62,26,116909,STAAR - Reading,32,36,26
WOODSBORO ISD,Spring 2022,3,33,67,44,26,196902,STAAR - Reading,23,18,26
WOODSON ISD,Spring 2022,3,43,57,43,14,224902,STAAR - Reading,14,29,14
WOODVILLE ISD,Spring 2022,3,34,66,38,22,229903,STAAR - Reading,28,16,22
WORTHAM ISD,Spring 2022,3,30,70,37,23,81905,STAAR - Reading,33,14,23
WYLIE ISD (043914),Spring 2022,3,9,91,73,51,43914,STAAR - Reading,18,22,51
WYLIE ISD (221912),Spring 2022,3,12,88,67,41,221912,STAAR - Reading,21,26,41
YANTIS ISD,Spring 2022,3,24,76,52,24,250905,STAAR - Reading,24,28,24
YES PREP PUBLIC SCHOOLS INC,Spring 2022,3,25,75,47,27,101845,STAAR - Reading,28,20,27
YOAKUM ISD,Spring 2022,3,5,95,60,27,62903,STAAR - Reading,35,33,27
YORKTOWN ISD,Spring 2022,3,42,58,42,22,62904,STAAR - Reading,16,20,22
WEST SABINE ISD,Spring 2022,3,22,78,44,25,202905,STAAR - Reading,34,19,25
WESTBROOK ISD,Spring 2022,3,53,47,24,12,168903,STAAR - Reading,23,12,12
WESTHOFF ISD,Spring 2022,3,0,100,78,44,62905,STAAR - Reading,22,34,44
WESTLAKE ACADEMY CHARTER SCHOOL,Spring 2022,3,5,95,87,62,220810,STAAR - Reading,8,25,62
WESTPHALIA ISD,Spring 2022,3,6,94,78,44,73904,STAAR - Reading,16,34,44
WESTWOOD ISD,Spring 2022,3,20,80,49,28,1908,STAAR - Reading,31,21,28
WHARTON ISD,Spring 2022,3,37,63,36,19,241904,STAAR - Reading,27,17,19
WHEELER ISD,Spring 2022,3,12,88,46,29,242903,STAAR - Reading,42,17,29
WHITE DEER ISD,Spring 2022,3,12,88,62,42,33904,STAAR - Reading,26,20,42
WHITE OAK ISD,Spring 2022,3,16,84,66,38,92908,STAAR - Reading,18,28,38
WHITE SETTLEMENT ISD,Spring 2022,3,23,77,51,32,220920,STAAR - Reading,26,19,32
WHITEFACE CISD,Spring 2022,3,21,79,47,16,40902,STAAR - Reading,32,31,16
WHITEHOUSE ISD,Spring 2022,3,12,88,65,37,212906,STAAR - Reading,23,28,37
WHITESBORO ISD,Spring 2022,3,41,59,35,17,91909,STAAR - Reading,24,18,17
WHITEWRIGHT ISD,Spring 2022,3,24,76,54,34,91910,STAAR - Reading,22,20,34
WHITHARRAL ISD,Spring 2022,3,7,93,50,43,110908,STAAR - Reading,43,7,43
WHITNEY ISD,Spring 2022,3,24,76,40,19,109911,STAAR - Reading,36,21,19
WICHITA FALLS ISD,Spring 2022,3,31,69,42,23,243905,STAAR - Reading,27,19,23
WILDORADO ISD,Spring 2022,3,23,77,55,32,180904,STAAR - Reading,22,23,32
WILLIS ISD,Spring 2022,3,23,77,49,29,170904,STAAR - Reading,28,20,29
WALNUT BEND ISD,Spring 2022,3,22,78,33,11,49908,STAAR - Reading,45,22,11
WALNUT SPRINGS ISD,Spring 2022,3,33,67,53,27,18905,STAAR - Reading,14,26,27
WARREN ISD,Spring 2022,3,26,74,49,30,229904,STAAR - Reading,25,19,30
WASKOM ISD,Spring 2022,3,25,75,53,21,102903,STAAR - Reading,22,32,21
WATER VALLEY ISD,Spring 2022,3,18,82,55,55,226905,STAAR - Reading,27,0,55
WAXAHACHIE FAITH FAMILY ACADEMY (070801),Spring 2022,3,57,43,19,8,70801,STAAR - Reading,24,11,8
WAXAHACHIE ISD,Spring 2022,3,22,78,52,30,70912,STAAR - Reading,26,22,30
WAYSIDE SCHOOLS,Spring 2022,3,28,72,41,22,227803,STAAR - Reading,31,19,22
WEATHERFORD ISD,Spring 2022,3,22,78,52,30,184903,STAAR - Reading,26,22,30
WEBB CISD,Spring 2022,3,33,67,25,17,240904,STAAR - Reading,42,8,17
WEIMAR ISD,Spring 2022,3,17,83,58,35,45905,STAAR - Reading,25,23,35
WELLINGTON ISD,Spring 2022,3,18,82,64,36,44902,STAAR - Reading,18,28,36
WELLMAN-UNION CISD,Spring 2022,3,14,86,68,55,223904,STAAR - Reading,18,13,55
WELLS ISD,Spring 2022,3,0,100,50,29,37909,STAAR - Reading,50,21,29
WESLACO ISD,Spring 2022,3,23,77,47,26,108913,STAAR - Reading,30,21,26
WEST HARDIN COUNTY CISD,Spring 2022,3,20,80,56,24,100908,STAAR - Reading,24,32,24
WEST ISD,Spring 2022,3,19,81,52,34,161916,STAAR - Reading,29,18,34
WEST ORANGE-COVE CISD,Spring 2022,3,45,55,25,9,181906,STAAR - Reading,30,16,9
WEST OSO ISD,Spring 2022,3,25,75,40,22,178915,STAAR - Reading,35,18,22
WEST RUSK COUNTY CONSOLIDATED ISD,Spring 2022,3,24,76,42,11,201914,STAAR - Reading,34,31,11
VALOR PUBLIC SCHOOLS,Spring 2022,3,14,86,67,46,227829,STAAR - Reading,19,21,46
VAN ALSTYNE ISD,Spring 2022,3,6,94,70,48,91908,STAAR - Reading,24,22,48
VAN ISD,Spring 2022,3,20,80,52,27,234906,STAAR - Reading,28,25,27
VAN VLECK ISD,Spring 2022,3,12,88,64,36,158906,STAAR - Reading,24,28,36
VANGUARD ACADEMY,Spring 2022,3,19,81,50,28,108808,STAAR - Reading,31,22,28
VEGA ISD,Spring 2022,3,4,96,92,77,180902,STAAR - Reading,4,15,77
VENUS ISD,Spring 2022,3,35,65,35,15,126908,STAAR - Reading,30,20,15
VERIBEST ISD,Spring 2022,3,31,69,38,12,226908,STAAR - Reading,31,26,12
VERNON ISD,Spring 2022,3,31,69,25,11,244903,STAAR - Reading,44,14,11
VICTORIA ISD,Spring 2022,3,29,71,43,25,235902,STAAR - Reading,28,18,25
VIDOR ISD,Spring 2022,3,27,73,42,25,181907,STAAR - Reading,31,17,25
VILLAGE TECH SCHOOLS (057847),Spring 2022,3,24,76,38,22,57847,STAAR - Reading,38,16,22
VISTA DEL FUTURO CHARTER SCHOOL (071809),Spring 2022,3,23,77,48,29,71809,STAAR - Reading,29,19,29
VYSEHRAD ISD,Spring 2022,3,14,86,86,29,143904,STAAR - Reading,0,57,29
WACO CHARTER SCHOOL (161801),Spring 2022,3,50,50,14,7,161801,STAAR - Reading,36,7,7
WACO ISD,Spring 2022,3,47,53,26,14,161914,STAAR - Reading,27,12,14
WAELDER ISD,Spring 2022,3,36,64,43,7,89905,STAAR - Reading,21,36,7
WALCOTT ISD,Spring 2022,3,0,100,60,47,59902,STAAR - Reading,40,13,47
WALL ISD,Spring 2022,3,5,95,75,51,226906,STAAR - Reading,20,24,51
WALLER ISD,Spring 2022,3,26,74,45,22,237904,STAAR - Reading,29,23,22
TURKEY-QUITAQUE ISD,Spring 2022,3,10,90,60,30,96905,STAAR - Reading,30,30,30
TWO DIMENSIONS PREPARATORY ACADEMY (101840),Spring 2022,3,45,55,40,14,101840,STAAR - Reading,15,26,14
TYLER ISD,Spring 2022,3,28,72,45,24,212905,STAAR - Reading,27,21,24
UME PREPARATORY ACADEMY (057845),Spring 2022,3,14,86,60,42,57845,STAAR - Reading,26,18,42
UNION GROVE ISD,Spring 2022,3,14,86,57,36,230908,STAAR - Reading,29,21,36
UNION HILL ISD,Spring 2022,3,0,100,59,24,230904,STAAR - Reading,41,35,24
UNITED ISD,Spring 2022,3,20,80,53,29,240903,STAAR - Reading,27,24,29
UNIVERSAL ACADEMY (057808),Spring 2022,3,15,85,68,49,57808,STAAR - Reading,17,19,49
UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,Spring 2022,3,11,89,66,45,227819,STAAR - Reading,23,21,45
UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,Spring 2022,3,90,10,10,10,227806,STAAR - Reading,0,0,10
UPLIFT EDUCATION,Spring 2022,3,32,68,41,22,57803,STAAR - Reading,27,19,22
UT TYLER UNIVERSITY ACADEMY,Spring 2022,3,16,84,58,41,212804,STAAR - Reading,26,17,41
UTOPIA ISD,Spring 2022,3,29,71,35,18,232904,STAAR - Reading,36,17,18
UTPB STEM ACADEMY (068803),Spring 2022,3,13,87,51,35,68803,STAAR - Reading,36,16,35
UVALDE CISD,Spring 2022,3,23,77,48,24,232903,STAAR - Reading,29,24,24
VALENTINE ISD,Spring 2022,3,,,,,122902,STAAR - Reading,0,0,0
VALERE PUBLIC SCHOOLS,Spring 2022,3,25,75,49,22,227824,STAAR - Reading,26,27,22
VALLEY MILLS ISD,Spring 2022,3,23,77,41,25,18904,STAAR - Reading,36,16,25
VALLEY VIEW ISD (049903),Spring 2022,3,31,69,46,27,49903,STAAR - Reading,23,19,27
VALLEY VIEW ISD (108916),Spring 2022,3,15,85,52,30,108916,STAAR - Reading,33,22,30
THREE WAY ISD (072901),Spring 2022,3,45,55,20,15,72901,STAAR - Reading,35,5,15
THROCKMORTON COLLEGIATE ISD (224901),Spring 2022,3,36,64,27,18,224901,STAAR - Reading,37,9,18
TIDEHAVEN ISD,Spring 2022,3,6,94,71,45,158902,STAAR - Reading,23,26,45
TIMPSON ISD,Spring 2022,3,14,86,49,16,210905,STAAR - Reading,37,33,16
TIOGA ISD,Spring 2022,3,10,90,74,40,91907,STAAR - Reading,16,34,40
TOLAR ISD,Spring 2022,3,15,85,56,30,111903,STAAR - Reading,29,26,30
TOM BEAN ISD,Spring 2022,3,14,86,68,39,91918,STAAR - Reading,18,29,39
TOMBALL ISD,Spring 2022,3,9,91,73,54,101921,STAAR - Reading,18,19,54
TORNILLO ISD,Spring 2022,3,26,74,53,21,71908,STAAR - Reading,21,32,21
TREETOPS SCHOOL INTERNATIONAL (220801),Spring 2022,3,5,95,81,43,220801,STAAR - Reading,14,38,43
TRENT ISD,Spring 2022,3,33,67,67,33,221905,STAAR - Reading,0,34,33
TRENTON ISD,Spring 2022,3,31,69,39,18,74912,STAAR - Reading,30,21,18
TRINIDAD ISD,Spring 2022,3,62,38,12,0,107907,STAAR - Reading,26,12,0
TRINITY BASIN PREPARATORY (057813),Spring 2022,3,30,70,41,23,57813,STAAR - Reading,29,18,23
TRINITY ISD,Spring 2022,3,21,79,45,21,228903,STAAR - Reading,34,24,21
TRIVIUM ACADEMY (061805),Spring 2022,3,7,93,71,53,61805,STAAR - Reading,22,18,53
TROUP ISD,Spring 2022,3,15,85,52,36,212904,STAAR - Reading,33,16,36
TROY ISD,Spring 2022,3,25,75,39,26,14910,STAAR - Reading,36,13,26
TULIA ISD,Spring 2022,3,35,65,29,17,219903,STAAR - Reading,36,12,17
TULOSO-MIDWAY ISD,Spring 2022,3,20,80,51,33,178912,STAAR - Reading,29,18,33
SUDAN ISD,Spring 2022,3,11,89,50,24,140908,STAAR - Reading,39,26,24
SULPHUR BLUFF ISD (112910),Spring 2022,3,10,90,50,30,112910,STAAR - Reading,40,20,30
SULPHUR SPRINGS ISD,Spring 2022,3,23,77,46,25,112901,STAAR - Reading,31,21,25
SUNDOWN ISD,Spring 2022,3,0,100,82,36,110907,STAAR - Reading,18,46,36
SUNNYVALE ISD,Spring 2022,3,12,88,67,44,57919,STAAR - Reading,21,23,44
SUNRAY COLLEGIATE ISD,Spring 2022,3,12,88,67,30,171902,STAAR - Reading,21,37,30
SWEENY ISD,Spring 2022,3,20,80,54,32,20906,STAAR - Reading,26,22,32
SWEET HOME ISD,Spring 2022,3,15,85,69,46,143905,STAAR - Reading,16,23,46
SWEETWATER ISD,Spring 2022,3,40,60,36,22,177902,STAAR - Reading,24,14,22
TAFT ISD,Spring 2022,3,39,61,30,11,205907,STAAR - Reading,31,19,11
TAHOKA ISD,Spring 2022,3,30,70,61,45,153904,STAAR - Reading,9,16,45
TARKINGTON ISD,Spring 2022,3,24,76,51,29,146907,STAAR - Reading,25,22,29
TATUM ISD,Spring 2022,3,13,87,60,29,201910,STAAR - Reading,27,31,29
TAYLOR ISD,Spring 2022,3,34,66,38,23,246911,STAAR - Reading,28,15,23
TEAGUE ISD,Spring 2022,3,11,89,59,30,81904,STAAR - Reading,30,29,30
TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,Spring 2022,3,62,38,21,12,123803,STAAR - Reading,17,9,12
TEMPLE ISD,Spring 2022,3,32,68,40,22,14909,STAAR - Reading,28,18,22
TENAHA ISD,Spring 2022,3,11,89,68,25,210904,STAAR - Reading,21,43,25
TERLINGUA CSD,Spring 2022,3,64,36,27,9,22004,STAAR - Reading,9,18,9
TERRELL COUNTY ISD,Spring 2022,3,22,78,56,22,222901,STAAR - Reading,22,34,22
SPRING BRANCH ISD,Spring 2022,3,21,79,56,37,101920,STAAR - Reading,23,19,37
SPRING CREEK ISD,Spring 2022,3,29,71,43,14,117907,STAAR - Reading,28,29,14
SPRING HILL ISD,Spring 2022,3,11,89,63,33,92907,STAAR - Reading,26,30,33
SPRING ISD,Spring 2022,3,36,64,37,18,101919,STAAR - Reading,27,19,18
SPRINGLAKE-EARTH ISD,Spring 2022,3,11,89,68,47,140907,STAAR - Reading,21,21,47
SPRINGTOWN ISD,Spring 2022,3,19,81,51,33,184902,STAAR - Reading,30,18,33
SPUR ISD,Spring 2022,3,14,86,50,29,63903,STAAR - Reading,36,21,29
SPURGER ISD,Spring 2022,3,15,85,41,19,229905,STAAR - Reading,44,22,19
ST ANTHONY SCHOOL (057836),Spring 2022,3,16,84,34,13,57836,STAAR - Reading,50,21,13
ST MARY'S ACADEMY CHARTER SCHOOL (013801),Spring 2022,3,16,84,51,23,13801,STAAR - Reading,33,28,23
STAFFORD MSD,Spring 2022,3,31,69,48,31,79910,STAAR - Reading,21,17,31
STAMFORD ISD,Spring 2022,3,14,86,68,36,127906,STAAR - Reading,18,32,36
STANTON ISD,Spring 2022,3,20,80,51,31,156902,STAAR - Reading,29,20,31
STEP CHARTER SCHOOL,Spring 2022,3,19,81,51,35,101859,STAAR - Reading,30,16,35
STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL (174801),Spring 2022,3,2,98,89,70,174801,STAAR - Reading,9,19,70
STEPHENVILLE ISD,Spring 2022,3,12,88,65,45,72903,STAAR - Reading,23,20,45
STERLING CITY ISD,Spring 2022,3,11,89,63,32,216901,STAAR - Reading,26,31,32
STOCKDALE ISD,Spring 2022,3,33,67,39,26,247906,STAAR - Reading,28,13,26
STRATFORD ISD,Spring 2022,3,30,70,55,30,211902,STAAR - Reading,15,25,30
STRAWN ISD,Spring 2022,3,11,89,67,22,182905,STAAR - Reading,22,45,22
SKIDMORE-TYNAN ISD,Spring 2022,3,25,75,43,25,13905,STAAR - Reading,32,18,25
SLATON ISD,Spring 2022,3,24,76,54,30,152903,STAAR - Reading,22,24,30
SLIDELL ISD,Spring 2022,3,25,75,42,22,249908,STAAR - Reading,33,20,22
SLOCUM ISD,Spring 2022,3,6,94,59,22,1909,STAAR - Reading,35,37,22
SMITHVILLE ISD,Spring 2022,3,21,79,49,28,11904,STAAR - Reading,30,21,28
SMYER ISD,Spring 2022,3,12,88,54,27,110906,STAAR - Reading,34,27,27
SNOOK ISD,Spring 2022,3,33,67,44,25,26903,STAAR - Reading,23,19,25
SNYDER ISD,Spring 2022,3,22,78,44,26,208902,STAAR - Reading,34,18,26
SOCORRO ISD,Spring 2022,3,22,78,51,28,71909,STAAR - Reading,27,23,28
SOMERSET ISD,Spring 2022,3,12,88,57,30,15909,STAAR - Reading,31,27,30
SOMERVILLE ISD,Spring 2022,3,53,47,21,7,26902,STAAR - Reading,26,14,7
SONORA ISD,Spring 2022,3,7,93,74,46,218901,STAAR - Reading,19,28,46
SOUTH SAN ANTONIO ISD,Spring 2022,3,43,57,27,11,15908,STAAR - Reading,30,16,11
SOUTHLAND ISD,Spring 2022,3,33,67,44,22,85903,STAAR - Reading,23,22,22
SOUTHSIDE ISD,Spring 2022,3,29,71,40,21,15917,STAAR - Reading,31,19,21
SOUTHWEST ISD,Spring 2022,3,26,74,48,26,15912,STAAR - Reading,26,22,26
SOUTHWEST PREPARATORY SCHOOL (015807),Spring 2022,3,38,62,36,16,15807,STAAR - Reading,26,20,16
SOUTHWEST SCHOOL,Spring 2022,3,48,52,22,11,101838,STAAR - Reading,30,11,11
SPEARMAN ISD,Spring 2022,3,9,91,57,32,98904,STAAR - Reading,34,25,32
SPLENDORA ISD,Spring 2022,3,30,70,39,18,170907,STAAR - Reading,31,21,18
TERRELL ISD,Spring 2022,3,31,69,38,19,129906,STAAR - Reading,31,19,19
TEXARKANA ISD,Spring 2022,3,32,68,41,23,19907,STAAR - Reading,27,18,23
TEXHOMA ISD,Spring 2022,3,6,94,75,50,211901,STAAR - Reading,19,25,50
TEXLINE ISD,Spring 2022,3,7,93,73,53,56902,STAAR - Reading,20,20,53
THORNDALE ISD,Spring 2022,3,33,67,33,13,166905,STAAR - Reading,34,20,13
THRALL ISD,Spring 2022,3,6,94,74,48,246912,STAAR - Reading,20,26,48
THREE RIVERS ISD,Spring 2022,3,19,81,43,14,149902,STAAR - Reading,38,29,14
VALENTINE ISD,Spring 2022,3,,,,,122902,STAAR - Reading,0,0,0
TEXAS CITY ISD,Spring 2023,4,32,68,40,22,84906,STAAR - Reading,28,18,22
